"","dbn","school_name","num.of.sat.test.takers","avg_sat_score","ap.test.takers","total.exams.taken","exams_per_student","high_score_percent","avg_class_size","frl_percent","total_enrollment","ell_percent","sped_percent","selfcontained_num","asian_per","black_per","hispanic_per","white_per","male_per","female_per","total.cohort","grads_percent","dropout_percent","boro","lat","long","d75","saf_p_11","com_p_11","eng_p_11","aca_p_11","saf_t_11","com_t_11","eng_t_11","aca_t_11","saf_s_11","com_s_11","eng_s_11","aca_s_11","saf_tot_11","com_tot_11","eng_tot_11","aca_tot_11"
"75","03M283","MANHATTAN THEATRE LAB HIGH SCHOOL",27,1193,2.5,NA,NA,NA,27,59.6,409,8.6,10.5,26,1.7,46,49.4,2.2,31.8,68.2,74,55.4,8.1,NA,NA,NA,0,7,6.8,7,6.9,5.8,4.9,5.2,5.3,6.1,6,6.3,7,6.3,5.9,6.2,6.4
"76","03M299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,1132,2.5,NA,NA,NA,24,66.4,418,14.4,19.6,13,1,37.3,58.9,1.4,55.7,44.3,89,61.8,7.9,"Manhattan",40.7742964110004,-73.9848227009996,0,7.6,7,6.8,7,6.5,5.8,6.1,6.5,6.5,5.8,6.4,7.1,6.9,6.2,6.4,6.9
"77","03M307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,1144,2.5,NA,NA,NA,20,68.8,366,12.8,15.3,10,2.2,37.4,56,3,57.9,42.1,100,60,19,"Manhattan",40.7742964110004,-73.9848227009996,0,8.7,7.9,7.8,8.4,7.8,7.9,7.9,8.2,6.9,6.2,7.1,7.6,7.8,7.4,7.6,8.1
"78","03M402","THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS",NA,NA,2.5,NA,NA,NA,10,73.2,283,25.1,21.6,9,1.8,19.8,76,1.8,56.9,43.1,NA,NA,NA,"Manhattan",40.7857431570004,-73.9744152279997,0,8.2,7.9,7.7,8,4.4,4.2,5.2,5.7,6.3,6.4,6.3,7.2,6.3,6.2,6.4,7
"79","03M403","THE GLOBAL LEARNING COLLABORATIVE",NA,NA,2.5,NA,NA,NA,25,68.4,358,19.3,19.3,7,3.6,27.7,62.6,5.9,51.4,48.6,NA,NA,NA,"Manhattan",40.7857431570004,-73.9744152279997,0,8.5,7.9,7.7,7.6,7.2,7.6,8.3,8.2,7,6.7,7.1,7.4,7.6,7.4,7.7,7.7
"80","03M404","INNOVATION DIPLOMA PLUS",12,1200,2.5,NA,NA,NA,17,50.4,199,3.5,10.1,0,48.7,33.2,16.6,1.5,47.7,52.3,39,28.2,5.1,NA,NA,NA,0,9.1,8.4,8,8.7,6.8,5.8,6.4,7,7.3,6.4,6.8,7.5,7.7,6.8,7.1,7.7
"81","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS",32,1109,65,73,1.12307692307692,NA,24,76.6,516,7.4,18.8,60,0.4,59.9,38.8,0.8,38.4,61.6,127,55.9,1.6,"Manhattan",40.8021745810005,-73.9540088279996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","03M417","FRANK MCCOURT HIGH SCHOOL",NA,NA,2.5,NA,NA,NA,25,24,219,0.9,17.4,0,6.8,18.3,37,37,46.6,53.4,NA,NA,NA,"Manhattan",40.7857431570004,-73.9744152279997,0,8.4,7.6,7.3,7.6,6.9,7,7,7.9,7.3,7.3,7.1,7.7,7.5,7.3,7.2,7.8
"83","03M470","LOUIS D. BRANDEIS HIGH SCHOOL",131,1118,48,70,1.45833333333333,8.57142857142857,22,68.6,291,27.8,10.7,8,2.1,29.6,67.4,1,50.5,49.5,521,35.5,23,NA,NA,NA,0,6.8,6.4,6.8,7.2,7.4,7.3,7.4,8.1,6.3,5.5,6.1,6.6,6.8,6.4,6.8,7.3
"84","03M479","BEACON HIGH SCHOOL",261,1744,166,197,1.18674698795181,71.0659898477157,31,18.4,1162,0.2,3.7,0,8.9,14.6,22.8,49.8,39,61,269,96.3,0,"Manhattan",40.7721581190005,-73.9877965349996,0,8.6,7.9,7.9,8.3,7.5,6.2,6.7,7.5,7.8,7.2,7.6,8.2,8,7.1,7.4,8
"85","03M485","FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS",531,1707,691,1236,1.78871201157742,63.915857605178,31,21.7,2605,0.2,1,0,19.6,12.9,16.6,49.2,26.4,73.6,646,97.1,0.9,"Manhattan",40.7736705070005,-73.9852685579996,0,8.3,7.2,7.7,7.6,7.8,6.3,6.7,7.3,7.1,5.9,6.6,7.6,7.7,6.5,7,7.5
"86","03M492","HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,1196,2.5,NA,NA,NA,23,79.9,541,10.5,15.5,38,1.3,46.2,48.1,1.8,40.1,59.9,107,75.7,9.3,"Manhattan",40.7742964110004,-73.9848227009996,0,9.1,7.6,7.6,8.2,6.7,6.1,6.5,7,6.2,6,6.2,7.4,7.3,6.6,6.8,7.6
"87","03M494","HIGH SCHOOL OF ARTS AND TECHNOLOGY",75,1277,38,38,1,15.7894736842105,28,79.8,603,10.4,17.2,26,5,34.8,57.2,2.3,67.7,32.3,137,62.8,6.6,"Manhattan",40.7742964110004,-73.9848227009996,0,8.3,7.5,7.6,7.9,5.6,3.8,5.1,5.3,6.4,5.8,6.5,7.1,6.8,5.7,6.4,6.8
"88","03M505","EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL",35,1121,2.5,NA,NA,NA,21,70.5,564,7.8,23,20,0.5,34.6,64.4,0.5,44.3,55.7,200,27.5,6.5,NA,NA,NA,0,8.6,7.7,7.7,8,7.1,5.5,6.6,7.3,7.4,6.1,6.9,7.5,7.7,6.4,7.1,7.6
"89","03M541","MANHATTAN / HUNTER SCIENCE HIGH SCHOOL",111,1446,2.5,NA,NA,NA,22,55.2,453,1.3,3.8,0,25.6,21.4,41.5,10.2,41.1,58.9,90,93.3,1.1,"Manhattan",40.7742964110004,-73.9848227009996,0,8.7,7.7,7.7,8.1,8.1,6.8,7.5,8.1,7.3,6.5,6.9,7.6,8,7,7.3,7.9
"90","03M577","YOUNG ADULT BOROUGH CENTER AT LOUIS D. BRANDEIS HS",NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","03M860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",43,1096,11,11,1,NA,22,64.2,413,5.8,20.8,24,0.7,77.7,18.9,1.5,54.2,45.8,54,74.1,13,"Manhattan",40.8021745810005,-73.9540088279996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","04M409","COALITION SCHOOL FOR SOCIAL CHANGE",48,1084,18,18,1,NA,21,71.8,349,9.7,24.4,17,0.9,39.3,58.7,0.9,44.4,55.6,76,65.8,13.2,"Manhattan",40.798865182,-73.9333655969996,0,8.2,7.7,7.7,8.2,8.5,8.7,9.1,9,6.6,6.1,6.6,7.2,7.8,7.5,7.8,8.1
"93","04M435","MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS",375,1430,328,426,1.29878048780488,61.2676056338028,31,71.6,1650,2.7,5.8,29,20.1,19.7,57.4,2.2,46.4,53.6,381,87.7,1.3,"Manhattan",40.7937417060004,-73.9340841419997,0,7.9,7,7.2,7.4,7.2,4.7,5.7,6.6,6.6,5.5,6.5,7.2,7.2,5.7,6.4,7
"94","04M495","PARK EAST HIGH SCHOOL",51,1128,2.5,NA,NA,NA,19,76.8,349,4.3,10.6,3,4.9,33.2,59.6,0.3,42.1,57.9,92,57.6,10.9,"Manhattan",40.7905626,-73.9444544079997,0,8.6,7.7,7.4,7.9,7.6,6.8,7,7.5,7,6.3,6.9,7.6,7.7,6.9,7.1,7.7
"95","04M555","CENTRAL PARK EAST HIGH SCHOOL",73,1221,2.5,NA,NA,NA,25,70.4,445,4,13.5,5,6.5,26.7,64.5,1.6,32.1,67.9,63,66.7,11.1,"Manhattan",40.7936788820004,-73.9494164949996,0,8.6,8,7.7,8.3,8,7.8,8,8.4,6.6,5.8,6,7.4,7.8,7.2,7.3,8.1
"96","04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",70,1326,41,55,1.34146341463415,52.7272727272727,26,67.3,449,2.2,6.7,0,5.1,31.2,60.1,1.6,0,100,55,100,0,"Manhattan",40.7927069560004,-73.9472996619996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","04M635","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL",48,1095,2.5,NA,NA,NA,26,62.7,192,13.5,18.8,14,4.2,27.6,65.6,2.1,62,38,75,41.3,20,NA,NA,NA,0,7.4,7.3,7.1,7.4,6.4,5.3,5.6,6.1,6.4,5.9,6.3,6.9,6.7,6.2,6.3,6.8
"98","04M680","HERITAGE SCHOOL, THE",31,1054,2.5,NA,NA,NA,21,71.8,294,6.8,24.8,12,0.3,28.9,69.4,1,48.6,51.4,75,56,9.3,"Manhattan",40.7918796180004,-73.9465863999997,0,7.8,7,6.9,7.1,6,4.7,5.2,5.7,6.4,5.9,6.4,7,6.7,5.9,6.1,6.6
"99","05M285","HARLEM RENAISSANCE HIGH SCHOOL",29,1008,2.5,NA,NA,NA,17,67.6,222,9.5,10.8,1,0.5,62.2,36.9,0.5,39.2,60.8,81,12.3,22.2,NA,NA,NA,0,8.8,8.1,8,8.2,7.4,6.9,7.6,7.6,7,6.2,6.9,7.5,7.7,7.1,7.5,7.8
"100","05M304","MOTT HALL HIGH SCHOOL",54,1210,11,11,1,NA,26,78.5,426,8.7,15.5,12,0.9,35,63.8,0.2,53.5,46.5,96,69.8,7.3,"Manhattan",40.8173610460005,-73.9477084209997,0,8.3,7.3,7.2,7.3,7.2,6.3,5.9,7.1,6.2,6,6.2,7.2,7.2,6.5,6.4,7.2
"101","05M362","COLUMBIA SECONDARY SCHOOL FOR MATH, SCIENCE, AND ENGINEERING",NA,NA,2.5,NA,NA,NA,25,46.3,474,0.6,0.4,0,11.6,20,48.5,18.4,49.6,50.4,NA,NA,NA,"Manhattan",40.8109178530004,-73.9569273869997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","05M367","ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL",33,1062,17,17,1,NA,23,67,425,9.9,21.6,2,0.5,61.4,38.1,0,48.7,51.3,NA,NA,NA,"Manhattan",40.8152303650004,-73.9552012059996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","05M369","URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS",56,1077,2.5,NA,NA,NA,24,77.7,374,6.1,16.6,12,0.5,59.1,38.2,0.8,25.4,74.6,62,69.4,16.1,"Manhattan",40.8152303650004,-73.9552012059996,0,7.3,6.6,6.8,7.1,5.4,4,4.7,4.8,5.2,5.2,5.5,6.4,6,5.3,5.7,6.1
"104","05M469","CHOIR ACADEMY OF HARLEM",20,1099,6,6,1,NA,23,81.9,347,2,13.3,25,0.3,76.1,22.5,0.6,39.8,60.2,39,56.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","05M499","FREDERICK DOUGLASS ACADEMY",214,1374,163,226,1.38650306748466,70.353982300885,27,57.6,1556,2.4,8.9,45,1.2,74.4,22.8,1.3,52.2,47.8,259,82.6,3.5,"Manhattan",40.8243083850004,-73.9369796129997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE",66,1202,37,38,1.02702702702703,NA,23,65.1,580,1.4,10,0,0.2,78.1,20.9,0.2,44.1,55.9,95,68.4,10.5,"Manhattan",40.8153648290004,-73.9438967099996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","05M685","BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",61,1085,2.5,NA,NA,NA,23,71.8,524,17.6,21,60,0.4,53.2,45.4,0.6,48.9,51.1,121,37.2,18.2,NA,NA,NA,0,8.2,7.1,7.1,7.1,5.8,5.9,5.9,6.6,5.5,5.2,5.5,6.6,6.5,6.1,6.2,6.8
"108","05M692","HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",101,1847,114,124,1.08771929824561,57.258064516129,22,18.5,406,0,0,NA,36.2,15,21.2,26.1,65.8,34.2,106,95.3,0,"Manhattan",40.8211231120005,-73.9488452439996,0,8.8,7.5,7.6,8.3,8.6,6.6,7.3,7.8,7.8,6.7,7.2,8.2,8.4,7,7.3,8.1
"109","06M293","CITY COLLEGE ACADEMY OF THE ARTS",60,1270,2.5,NA,NA,NA,24,71.6,586,6.1,13.1,0,0.7,6,92,1.2,39.6,60.4,NA,NA,NA,"Manhattan",40.8611133190004,-73.9304521489997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",55,1105,2.5,NA,NA,NA,27,78.8,520,30,17.3,16,0.2,5.2,93.8,0.8,52.3,47.7,NA,NA,NA,"Manhattan",40.8335552190004,-73.9418042119996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",70,1174,2.5,NA,NA,NA,28,87.5,602,19.6,18.1,0,0,2.3,96.7,0.3,55.8,44.2,NA,NA,NA,"Manhattan",40.8488787880004,-73.9308065169997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","06M423","HIGH SCHOOL FOR EXCELLENCE AND INNOVATION",NA,NA,2.5,NA,NA,NA,17,99.2,178,19.7,34.3,10,0,25.8,72.5,0,52.8,47.2,NA,NA,NA,"Manhattan",40.8660455490004,-73.9248566419997,0,9.2,8.6,8.2,8.4,8.2,7.7,8.3,8.7,7.6,6.2,6.5,7.6,8.3,7.5,7.7,8.3
"113","06M457","GEORGE WASHINGTON YABC",7,1097,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","06M462","HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE",76,1127,108,135,1.25,31.8518518518519,26,89.3,630,43,13.7,46,0.5,5.2,91.4,1.4,63.8,36.2,185,74.1,9.2,"Manhattan",40.8559383070005,-73.9270296339997,0,8.2,7.7,7.6,7.8,7.2,6.6,6.1,6.8,7.1,6.3,6.8,7.2,7.5,6.9,6.8,7.3
"115","06M463","HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS",63,1098,37,64,1.72972972972973,NA,23,83.8,572,26.9,17,8,1,10.7,87.1,0.5,63.5,36.5,161,62.7,12.4,"Manhattan",40.8559383070005,-73.9270296339997,0,8,7.7,7.5,7.7,7.4,6.8,7.5,7.8,6.4,5.7,6.2,7.2,7.3,6.8,7.1,7.6
"116","06M467","HIGH SCHOOL FOR LAW AND PUBLIC SERVICE",94,1102,141,212,1.50354609929078,38.6792452830189,25,72.5,694,32,16.7,31,1,13,84.4,1.3,58.6,41.4,171,71.3,9.4,"Manhattan",40.8559383070005,-73.9270296339997,0,8.5,8.2,8,8.3,6.9,6.5,6.9,7.6,6.5,6,6.6,7.4,7.3,6.9,7.1,7.8
"117","06M468","HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES",24,1224,32,38,1.1875,44.7368421052632,28,90.7,679,31.2,13.8,14,0.7,13.7,83.8,1,52.7,47.3,158,55.7,20.9,"Manhattan",40.8559383070005,-73.9270296339997,0,8.3,8,7.7,7.9,7,7.1,7.5,7.9,6.4,5.8,6.5,7.2,7.2,6.9,7.2,7.7
"118","06M540","A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL",228,1309,165,222,1.34545454545455,32.4324324324324,30,76.3,1285,2.3,5.5,43,4,32.8,62.3,0.7,49.9,50.1,267,71.2,3,"Manhattan",40.8183212690004,-73.9506138279996,0,7.7,7.2,7.1,7.2,5.9,5,5.3,6,6.1,5.5,6.1,7,6.6,5.9,6.2,6.8
"119","06M552","GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS",56,1014,88,138,1.56818181818182,52.8985507246377,25,92.8,472,89.6,0,NA,0,0,99.8,0,48.9,51.1,91,81.3,8.8,"Manhattan",40.8380323220004,-73.9383710179997,0,9.2,8.4,8.1,8.3,8.5,6.5,7.4,8.4,7.7,6.2,7,7.7,8.5,7,7.5,8.1
"120","07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL",65,1090,63,89,1.41269841269841,26.9662921348315,21,72.9,622,8.8,19.3,21,0.6,29.9,68.8,0.5,47.4,52.6,80,80,3.8,"Bronx",40.8140108160004,-73.9208365169997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","07X321","CROTONA ACADEMY HIGH SCHOOL",9,1125,2.5,NA,NA,NA,18,78.3,124,2.4,6.5,0,0.8,42.7,54,0.8,31.5,68.5,56,14.3,17.9,NA,NA,NA,0,9.3,8.9,8.5,9,8.7,8.5,9.2,9.5,8.4,7.9,8.2,8.6,8.8,8.4,8.6,9
"122","07X334","INTERNATIONAL COMMUNITY HIGH SCHOOL",34,945,2.5,NA,NA,NA,16,77.5,393,90.1,1.8,0,4.8,20.1,71.8,2,48.6,51.4,10,NA,NA,"Bronx",40.8100361920005,-73.9178124819996,0,8.6,8.2,7.8,8.1,7.8,5.6,7.4,7.5,7.3,6.5,7,7.5,7.9,6.8,7.4,7.7
"123","07X379","JILL CHAIFETZ TRANSFER HIGH SCHOOL",NA,NA,2.5,NA,NA,NA,24,71.7,198,3,7.6,0,0.5,40.9,56.6,1,36.9,63.1,50,10,16,NA,NA,NA,0,9.1,8.1,7.9,8.4,7,5.6,6.2,7.1,7.1,6.7,7.1,7.6,7.8,6.8,7.1,7.7
"124","07X381","BRONX HAVEN HIGH SCHOOL",NA,NA,2.5,NA,NA,NA,NA,64.7,153,7.8,8.5,1,0.7,35.9,62.7,0.7,37.3,62.7,11,NA,NA,NA,NA,NA,0,9,8.1,7.8,8.1,6.9,5.4,6.4,7.1,7.7,6.8,7.9,8.3,7.9,6.8,7.4,7.8
"125","07X427","COMMUNITY SCHOOL FOR SOCIAL JUSTICE",43,1077,2.5,NA,NA,NA,23,82.7,319,13.2,19.7,11,0.6,32.3,65.5,0.9,49.2,50.8,81,64.2,19.8,"Bronx",40.8160844810004,-73.9303238389996,0,8.5,8.4,8,8.7,8,8,8.5,8.6,7.2,6.7,6.8,7.5,7.9,7.7,7.8,8.3
"126","07X473","MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL",63,1097,2.5,NA,NA,NA,24,78.5,363,9.6,18.5,8,1.1,22.6,76,0,50.1,49.9,69,63.8,14.5,"Bronx",40.8181735360004,-73.9110926629996,0,8.6,8.1,7.8,8.3,6.7,6,6.6,6.9,6.9,5.9,6.7,7.7,7.4,6.7,7,7.6
"127","07X495","UNIVERSITY HEIGHTS SECONDARY SCHOOL",79,1201,2.5,NA,NA,NA,27,90.1,465,3.7,5.2,0,2.6,18.1,78.1,1.3,43.2,56.8,NA,NA,NA,"Bronx",40.8181735360004,-73.9110926629996,0,8.7,8.1,7.8,8,8.2,7,7.1,7.6,7.2,6,6.5,7.4,8,7,7.2,7.7
"128","07X500","HOSTOSsLINCOLN ACADEMY OF SCIENCE",66,1257,64,107,1.671875,36.4485981308411,21,68.3,538,5.6,11.9,11,2,24,72.7,0.7,45.2,54.8,61,83.6,1.6,"Bronx",40.8149553420005,-73.9125195419996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","07X520","FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",64,1186,13,13,1,92.3076923076923,23,89.9,311,21.9,22.5,50,3.2,26,68.8,1,45.3,54.7,136,60.3,7.4,"Bronx",40.8111388560004,-73.9097871269997,0,7.9,7.3,6.8,7.4,7.1,7.1,7,7.6,6,5.7,5.7,6.8,7,6.7,6.5,7.2
"130","07X527","BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",62,1103,30,30,1,NA,24,77,502,14.1,18.5,24,1.4,41.2,56,1,54,46,102,72.5,14.7,"Bronx",40.8227764900004,-73.9235227939997,0,8.5,7.4,7.4,7.8,5.6,5.6,5.8,6.3,6.7,6.2,6.8,7.6,6.9,6.4,6.6,7.2
"131","07X547","NEW EXPLORERS HIGH SCHOOL",28,1084,18,18,1,NA,24,90.4,383,15.7,25.1,17,0.5,30.3,68.1,0.5,57.7,42.3,81,44.4,17.3,"Bronx",40.8227764900004,-73.9235227939997,0,9.1,8.4,8.4,8.2,7.5,7,7.1,7.6,7.7,7.6,7.7,7.7,8.1,7.6,7.7,7.9
"132","07X548","URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",44,1181,2.5,NA,NA,NA,26,74.3,477,5,18.7,18,0.4,26.6,70.4,0.4,84.3,15.7,82,79.3,6.1,"Bronx",40.8227764900004,-73.9235227939997,0,8.7,8.1,8,8.6,7.2,7.1,7,7.3,7.2,6,6.8,7.7,7.7,7.1,7.3,7.9
"133","07X551","BRONX ACADEMY OF LETTERS",51,1201,53,92,1.73584905660377,40.2173913043478,23,79.1,555,9.4,24,57,0.5,34.1,64.3,0.9,44.5,55.5,76,73.7,6.6,"Bronx",40.8133593030004,-73.9255365149996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","07X600","ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",76,1158,11,11,1,NA,27,76.7,738,9.1,22,87,1.4,35.9,61.5,0.7,92.7,7.3,267,40.8,18,"Bronx",40.8182468890004,-73.9197356779997,0,7.6,7,7.2,6.9,6,5.5,6.1,6.8,5.7,5.5,5.8,6.6,6.4,6,6.3,6.8
"135","07X655","SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",47,1184,77,126,1.63636363636364,NA,24,75.7,663,17,26.1,120,1.2,32.4,64.9,0.8,79.6,20.4,357,48.5,21.6,NA,NA,NA,0,7.2,6.9,6.9,7.3,6.1,5.2,6,6.4,6,5.7,6.2,6.9,6.4,5.9,6.4,6.8
"136","07X670","HEALTH OPPORTUNITIES HIGH SCHOOL",114,1095,61,117,1.91803278688525,24.7863247863248,26,77.8,587,10.4,19.6,44,3.1,39.2,56.9,0.5,28.6,71.4,134,69.4,18.7,"Bronx",40.8160844810004,-73.9303238389996,0,8.5,7.6,7.6,7.3,6.1,5.6,5.8,6.6,6.3,5.5,6.3,7.3,7,6.2,6.6,7.1
"137","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",NA,NA,2.5,NA,NA,NA,27,85.6,500,9.2,13.4,41,1.2,22.4,74.8,1,44,56,NA,NA,NA,"Bronx",40.8206236370005,-73.8930735189996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","08X282","WOMEN'S ACADEMY OF EXCELLENCE",44,1171,21,22,1.04761904761905,NA,22,72.2,379,2.6,15.6,12,2.9,45.9,46.4,2.4,0.3,99.7,75,66.7,16,"Bronx",40.8149183400005,-73.8565655349997,0,8.1,7,6.8,6.9,7.3,6,6.1,6.6,6.3,5.4,5.6,6.9,7.2,6.1,6.1,6.8
"139","08X293","RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",52,1158,22,29,1.31818181818182,48.2758620689655,26,66.4,469,4.5,21.7,9,2.6,25.4,63.8,7.7,38,62,117,65.8,13.7,"Bronx",40.8405139770004,-73.8381209599996,0,8.2,7.7,7.8,8,7.8,7.6,7.9,8.6,6.9,5.9,6.9,7.4,7.6,7.1,7.5,8
"140","08X295","GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY",41,1200,2.5,NA,NA,NA,22,74.6,478,11.5,24.1,51,5.6,33.1,59.4,1,60,40,121,40.5,13.2,NA,NA,NA,0,7.1,7,7.1,7.4,5.8,5.2,5.8,6.7,5.6,5.6,6,6.9,6.2,5.9,6.3,7
"141","08X305","PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES",67,1038,2.5,NA,NA,NA,20,75.8,359,15.9,27.3,16,2.5,26.2,69.9,1.4,66,34,101,56.4,17.8,"Bronx",40.8223037650004,-73.8559613899997,0,8.3,7.9,7.6,7.8,6.4,6.1,6.5,7,6.3,6,6.1,7,7,6.7,6.7,7.3
"142","08X312","MILLENNIUM ART ACADEMY",67,1164,35,55,1.57142857142857,NA,28,74.2,496,5.4,20.4,22,1.8,32.5,64.3,1,49.2,50.8,108,58.3,9.3,"Bronx",40.8223037650004,-73.8559613899997,0,8.2,7.8,7.6,8,7.8,7.1,7.4,8,6.4,5.7,6.4,7.3,7.5,6.9,7.1,7.8
"143","08X332","HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH",39,1084,20,28,1.4,NA,20,79.6,333,12.6,18,17,0.9,39.9,56.8,0.6,49.2,50.8,89,57.3,14.6,"Bronx",40.8174394460004,-73.8980492059997,0,8.5,7.8,7.8,7.8,6.9,4.8,6.2,7,6.8,6.4,7,7.5,7.4,6.3,7,7.4
"144","08X367","ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",NA,NA,2.5,NA,NA,NA,NA,87.3,500,2.6,22,41,2.8,35,60.2,2,62,38,NA,NA,NA,"Bronx",40.8149183400005,-73.8565655349997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","08X376","ANTONIA PANTOJA PREPARATORY ACADEMY, A COLLEGE BOARD SCHOOL",NA,NA,2.5,NA,NA,NA,24,81.3,432,7.4,24.1,35,4.9,27.8,66,0.7,47,53,NA,NA,NA,"Bronx",40.8223037650004,-73.8559613899997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","08X377","BRONX COMMUNITY HIGH SCHOOL",9,1112,2.5,NA,NA,NA,NA,73.9,200,4.5,5,1,1,33,63.5,1,50.5,49.5,79,12.7,24.1,NA,NA,NA,0,8.7,8.5,8.1,8.5,7.7,7.4,8,8.7,7.7,7.2,7.7,8.2,8,7.7,7.9,8.5
"147","08X405","HERBERT H. LEHMAN HIGH SCHOOL",415,1241,430,532,1.23720930232558,37.0300751879699,27,66.8,3593,9.2,20.9,347,6.8,23,60.6,9,61.1,38.9,1092,44.6,21.2,"Bronx",40.8405139770004,-73.8381209599996,0,6.6,6.7,6.8,6.9,6.3,5.9,6.7,7,5.5,5.6,6.2,6.8,6.1,6.1,6.6,6.9
"148","08X408","HERBERT H. LEHMAN YABC",6,1188,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
