"","dbn","school_name","num.of.sat.test.takers","avg_sat_score","ap.test.takers","total.exams.taken","exams_per_student","high_score_percent","avg_class_size","frl_percent","total_enrollment","ell_percent","sped_percent","selfcontained_num","asian_per","black_per","hispanic_per","white_per","male_per","female_per","total.cohort","grads_percent","dropout_percent","boro","lat","long","d75","saf_p_11","com_p_11","eng_p_11","aca_p_11","saf_t_11","com_t_11","eng_t_11","aca_t_11","saf_s_11","com_s_11","eng_s_11","aca_s_11","saf_tot_11","com_tot_11","eng_tot_11","aca_tot_11"
"372","23K646","ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL",7,993,2.5,NA,NA,NA,19,72.5,275,2.2,7.3,1,1.5,77.8,20,0.4,46.2,53.8,117,13.7,29.1,NA,NA,NA,0,8.7,7.7,7.8,8.4,6,4.7,6.3,6.8,7.3,6.4,7.2,7.7,7.3,6.3,7.1,7.6
"373","23K647","METROPOLITAN DIPLOMA PLUS HIGH SCHOOL",17,1028,2.5,NA,NA,NA,21,72.1,181,1.1,8.8,1,0,86.2,13.8,0,48.6,51.4,97,22.7,16.5,NA,NA,NA,0,8.6,8.3,8,8.6,6.3,5.4,6.8,7.5,7.4,7,7.5,8.1,7.5,6.9,7.4,8
"374","23K697","TEACHERS PREPARATORY HIGH SCHOOL",69,1196,33,37,1.12121212121212,NA,25,69.8,566,1.8,11,35,0.7,84.8,13.1,1.2,34.1,65.9,99,72.7,3,"Brooklyn",40.6658109120005,-73.9116996449997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","24Q264","ACADEMY OF FINANCE AND ENTERPRISE",89,1280,95,137,1.44210526315789,29.1970802919708,24,62.8,420,7.9,9.8,2,17.9,9.8,56.4,15.2,49.3,50.7,90,90,2.2,"Queens",40.7450935190004,-73.9368138979996,0,8.9,7.9,7.8,8.2,7.1,5.9,6.1,7.2,7.3,6.5,6.9,7.9,7.8,6.8,6.9,7.8
"376","24Q267","HIGH SCHOOL OF APPLIED COMMUNICATION",39,1219,46,48,1.04347826086957,NA,22,66.9,388,10.3,16.2,2,13.9,12.9,57.2,16,43.8,56.2,101,80.2,3,"Queens",40.7450935190004,-73.9368138979996,0,8.5,7.9,7.8,7.9,8.6,7.9,8.5,8.9,6.8,6.2,6.5,7.3,8,7.4,7.6,8
"377","24Q293","CIVIC LEADERSHIP ACADEMY",69,1240,2.5,NA,NA,NA,23,71,449,9.1,18.5,4,7.8,9.1,79.3,3.3,44.5,55.5,NA,NA,NA,"Queens",40.7433028730004,-73.8705749769996,0,8.7,8.1,8,8.2,7,5.5,5.8,7.1,7.3,6.7,7.4,7.8,7.7,6.8,7.1,7.7
"378","24Q296","PAN AMERICAN INTERNATIONAL HIGH SCHOOL",55,951,2.5,NA,NA,NA,20,78.3,366,91.3,0.8,0,0,0,100,0,47.8,52.2,1,NA,NA,"Queens",40.7433028730004,-73.8705749769996,0,8.8,8.7,8.2,8.4,6.4,6.1,6.9,6.8,7.3,6.1,7,7.6,7.5,7,7.4,7.6
"379","24Q299","BARD HIGH SCHOOL EARLY COLLEGE II",155,1663,2.5,NA,NA,NA,20,39.2,631,0.3,0,NA,32,16.2,21.2,30.3,39.3,60.7,50,96,0,"Queens",40.7450935190004,-73.9368138979996,0,8.9,8,7.9,8.5,8.6,6.2,7.3,8.2,7.9,6.8,7.4,8.4,8.5,7,7.5,8.4
"380","24Q455","NEWTOWN HIGH SCHOOL",320,1203,174,200,1.14942528735632,58.5,27,56.2,2572,30,10.3,112,24.6,9.3,60.3,5.3,57.5,42.5,773,49.4,16.2,"Queens",40.7412052000004,-73.8747298839996,0,7.4,7.1,7.1,7.2,7.2,7,7.3,7.8,6.4,5.9,6.4,7.1,7,6.6,6.9,7.4
"381","24Q457","YOUNG ADULT BOROUGH CENTER AT ARTS AND BUSINESS HS",NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","24Q485","GROVER CLEVELAND HIGH SCHOOL",241,1211,200,274,1.37,40.8759124087591,27,41.4,2069,21.6,12.7,122,9.1,4.4,63.5,22.7,55,45,703,54.2,17.1,"Queens",40.7112221950004,-73.9086521299997,0,7.6,7.4,7.2,7.5,7.9,7.8,8,8.4,6.4,5.7,6.5,7.2,7.3,6.9,7.2,7.7
"383","24Q520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE",58,1177,2.5,NA,NA,NA,18,58.9,497,0.2,13.1,0,7.8,9.5,71.4,11.3,52.9,47.1,94,70.2,10.6,"Queens",40.7441495360005,-73.9336267409997,0,8.4,7.4,7.3,7.5,7.2,5.2,5.9,6.2,7.3,6.1,6.8,7.4,7.6,6.2,6.6,7.1
"384","24Q530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE",69,1064,2.5,NA,NA,NA,17,75.7,493,76.5,0,NA,43,2,44,10.3,46,54,124,48.4,8.1,"Queens",40.7441495360005,-73.9336267409997,0,8.9,8,7.9,8.4,8.8,6.4,7.8,8.5,8,6.9,7.3,7.8,8.6,7.1,7.7,8.2
"385","24Q550","HIGH SCHOOL FOR ARTS AND BUSINESS",138,1174,198,320,1.61616161616162,22.8125,27,69.6,828,13.3,12.2,7,9.1,8.3,79.2,3,43.1,56.9,187,67.4,9.1,"Queens",40.7374181700004,-73.8533057299996,0,8.5,8,7.7,7.9,7.4,6.7,7.3,7.8,7,5.5,6.8,7.4,7.6,6.8,7.3,7.7
"386","24Q560","ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",80,1330,2.5,NA,NA,NA,26,60.5,601,3.8,12.3,2,20.8,6.2,62.4,10.5,46.6,53.4,95,62.1,4.2,"Queens",40.7422635150004,-73.9368761209997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","24Q600","QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL",155,1270,27,27,1,74.0740740740741,28,71.9,1368,6.4,13.7,62,10.2,6.9,74.2,8.7,60.3,39.7,271,70.8,10.7,"Queens",40.7421886940004,-73.9282432919996,0,8.2,7,7,7.3,8.6,8.1,9,8.9,6.6,5.8,6.3,7.2,7.8,6.9,7.4,7.8
"388","24Q610","AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL",396,1364,130,140,1.07692307692308,43.5714285714286,28,61.2,2201,3.2,5.3,49,27.1,6.8,55.3,10.1,85.3,14.7,368,74.5,1.4,"Queens",40.743593644,-73.9290778649997,0,8.4,7.1,7.1,7.7,8.5,8.1,8.3,8.7,6.9,5.8,6.4,7.3,7.9,7,7.3,7.9
"389","24Q744","VOYAGES PREPARATORY",NA,NA,2.5,NA,NA,NA,NA,59.1,248,3.6,6,0,8.1,23,61.7,6.9,50.4,49.6,85,11.8,11.8,NA,NA,NA,0,9.3,8.4,8.2,8.9,7.3,7,7.8,8.4,9.3,9.3,9,9.2,8.6,8.2,8.3,8.8
"390","25Q252","QUEENS SCHOOL OF INQUIRY, THE",58,1396,2.5,NA,NA,NA,25,41.3,587,2.7,11.8,0,40.2,17,24.2,18.1,46.7,53.3,NA,NA,NA,"Queens",40.7245229840004,-73.8094279899997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","25Q263","FLUSHING INTERNATIONAL HIGH SCHOOL",45,1049,2.5,NA,NA,NA,19,84.1,422,88.6,0.7,0,64.5,1.2,32.7,1.7,57.3,42.7,86,59.3,10.5,"Queens",40.7604141700004,-73.8183762779997,0,8,7.4,7.2,7.6,8.3,7.5,8.3,8.9,7.4,7,7.2,7.5,7.9,7.3,7.6,8
"392","25Q281","EASTsWEST SCHOOL OF INTERNATIONAL STUDIES",59,1271,2.5,NA,NA,NA,29,53.3,616,13.6,9.4,1,62.7,14.8,17.9,3.4,54.1,45.9,75,85.3,0,"Queens",40.7493028050004,-73.8218081059997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","25Q285","WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL",63,1441,65,87,1.33846153846154,20.6896551724138,25,33.5,595,0.8,17.8,0,19.3,8.4,20.3,51.6,42.2,57.8,82,86.6,1.2,"Queens",40.7651232730004,-73.7900596759997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","25Q425","JOHN BOWNE HIGH SCHOOL",558,1243,176,229,1.30113636363636,50.6550218340611,29,68.2,3660,24.7,9.8,162,34.3,19.2,40.7,5.2,49.2,50.8,688,56.1,20.6,"Queens",40.7386972030004,-73.8247948209997,0,8.2,7.8,7.8,8,6.3,6,6.2,6.6,6.8,5.8,6.5,7.1,7.1,6.5,6.8,7.3
"395","25Q460","FLUSHING HIGH SCHOOL",347,1216,324,424,1.30864197530864,32.0754716981132,30,67.6,3113,20,11.7,137,19.9,26.5,49.8,3.2,55.8,44.2,588,56.5,20.7,"Queens",40.7652434710005,-73.8278552819996,0,6.8,6.8,6.8,7.1,6.7,6.7,7.1,7.4,5.6,5.4,6.1,6.8,6.4,6.3,6.7,7.1
"396","25Q467","FLUSHING YABC",9,1095,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","25Q525","TOWNSEND HARRIS HIGH SCHOOL",278,1910,613,796,1.29853181076672,78.5175879396985,29,29.2,1140,0,0.2,0,55.5,5.9,12.9,24.6,28.9,71.1,278,100,0,"Queens",40.7344084100004,-73.8214174829997,0,8.9,7.9,7.9,8.2,7.8,6.2,6.4,7.6,7.8,6,7.1,8.1,8.2,6.7,7.2,8
"398","25Q540","QUEENS ACADEMY HIGH SCHOOL",17,1168,2.5,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,22,10.6,NA,NA,NA,0,8.3,7.7,7.3,7.8,6.9,6.4,6.6,7.2,6.9,5.8,6.5,7.2,7.4,6.6,6.8,7.4
"399","25Q670","ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL",99,1330,77,112,1.45454545454545,38.3928571428571,30,46.4,721,7.5,18.4,7,28.4,11.5,35.4,24.5,53.8,46.2,159,56.6,8.2,"Queens",40.7256031610004,-73.8107211469996,0,8.1,7.4,7.2,7.3,8,7.5,7.9,8.1,7.1,6.4,7.1,7.5,7.7,7.1,7.4,7.6
"400","25Q792","NORTH QUEENS COMMUNITY HIGH SCHOOL",7,1177,2.5,NA,NA,NA,20,54.1,198,1.5,11.6,1,10.1,42.4,33.3,14.1,45.5,54.5,62,19.4,11.3,NA,NA,NA,0,9.2,8.8,8.5,8.9,7.3,7.1,7.5,8.2,7.5,7.1,7.6,8.4,8,7.7,7.9,8.5
"401","26Q415","BENJAMIN N. CARDOZO HIGH SCHOOL",888,1514,676,1145,1.69378698224852,69.5196506550218,31,37.3,3912,6.1,11.5,173,45.7,18.4,18.6,16.8,47.4,52.6,981,80.1,4.5,"Queens",40.7523924240004,-73.7560833579997,0,7.4,6.3,6.8,6.9,7.2,7.2,7.5,7.9,6.5,5.5,6.3,7,7,6.3,6.9,7.3
"402","26Q430","FRANCIS LEWIS HIGH SCHOOL",934,1474,697,1033,1.48206599713056,56.4375605033882,30,51.6,4152,13.2,12.3,214,51.9,8.3,24.1,15.5,49.2,50.8,1209,74.2,5.1,"Queens",40.7405557140004,-73.7928481459996,0,8.8,8.1,8.2,8.4,8.3,7.9,8.3,8.5,8.8,7.8,8.5,9,8.6,8,8.3,8.6
"403","26Q435","MARTIN VAN BUREN HIGH SCHOOL",334,1172,71,101,1.42253521126761,14.8514851485149,27,38.2,2390,9.9,11.5,138,24.1,56.4,15.1,2.9,54.3,45.7,755,62.8,8.5,"Queens",40.7328171090004,-73.7396504129997,0,6.3,6.4,6.5,6.7,5.5,5.2,4.9,5.5,5,5.1,5.4,6.3,5.6,5.6,5.6,6.2
"404","26Q495","BAYSIDE HIGH SCHOOL",708,1449,480,686,1.42916666666667,60.2040816326531,32,52.4,3308,5.7,10.6,119,45.2,12.7,22.3,19.6,49.4,50.6,902,80.2,6.4,"Queens",40.7718672420005,-73.7803869519997,0,7.9,6.8,7.1,7,7.9,6.6,7.2,7.6,7.1,5.9,6.9,7.6,7.6,6.4,7,7.4
"405","26Q566","QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,1279,2.5,NA,NA,NA,29,39.5,1196,2.5,13.9,18,23.8,46.3,16.8,12.3,45.8,54.2,281,83.6,3.2,"Queens",40.7449043610005,-73.7269096419997,0,8.2,7.3,7.5,7.3,6.1,6,6.3,6.8,6.4,6,6.2,7,6.9,6.4,6.7,7
"406","27Q260","FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL",87,1145,2.5,NA,NA,NA,25,57.1,445,4,13.9,23,3.8,67,27,1.3,52.6,47.4,95,71.6,4.2,"Queens",40.6019893360005,-73.7628343229997,0,7.3,6.9,7,7.3,5.5,5.2,5.5,6.3,6,5.6,6.2,7.3,6.3,5.9,6.2,6.9
